PATHWAY_URI	DATASOURCE	DISPLAY_NAME	ALL_NAMES	NUM_DIRECT_COMPONENT_OR_STEP_PROCESSES
http://pathwaycommons.org/pc2/Pathway_8e68e586ecf7ed76facbd2e5a39dce2d	pid	ErbB4 signaling events	"erbb4_pathway;""ErbB4 signaling events"";"	88
http://pathwaycommons.org/pc2/Pathway_35425ef3b95e61e39eba4ae72fa1718e	INOH	Phospholipase C gamma signaling ( CD4 T cell receptor signaling (JNK cascade) ) 	"Phospholipase C gamma signaling ( CD4 T cell receptor signaling (NF-kB cascade) ) ;""Phospholipase C gamma signaling ( CD4 T cell receptor signaling (JNK cascade) ) "";""Phospholipase C gamma signaling ( CD4 T cell receptor signaling (ERK cascade) ) "";"	7
http://pathwaycommons.org/pc2/Pathway_730718b8b9ffa14f379ffcc121040e32	INOH	NADH + 1,3-Bisphospho-D-glyceric acid = NAD+ + D-Glyceraldehyde 3-phosphate + Orthophosphate ( Glycolysis and Gluconeogenesis ) 	NADH + 1,3-Bisphospho-D-glyceric acid = NAD+ + D-Glyceraldehyde 3-phosphate + Orthophosphate ( Glycolysis and Gluconeogenesis ) ;	3
http://identifiers.org/reactome/R-HSA-193144	Reactome	Estrogen biosynthesis	Estrogen biosynthesis;	17
http://identifiers.org/reactome/R-HSA-192456	Reactome	Digestion of dietary lipid	Digestion of dietary lipid;	32
http://identifiers.org/reactome/R-HSA-192105	Reactome	Synthesis of bile acids and bile salts	Synthesis of bile acids and bile salts;	19
http://pathwaycommons.org/pc2/Pathway_36ea3e9edc1fb68879802504e7b9df65	INOH	2-Oxo-glutaric acid + L-Cysteine = L-Glutamic acid + 3-Mercapto-pyruvic acid ( Methionine and Cysteine metabolism ) 	2-Oxo-glutaric acid + L-Cysteine = L-Glutamic acid + 3-Mercapto-pyruvic acid ( Methionine and Cysteine metabolism ) ;	3
http://pathwaycommons.org/pc2/Pathway_6d8632b52f266eeac2fc23c59985e2f9	INOH	2 Acetyl-CoA = CoA + Acetoacetyl-CoA ( Citrate cycle ) 	2 Acetyl-CoA = CoA + Acetoacetyl-CoA ( Citrate cycle ) ;	3
http://identifiers.org/reactome/R-HSA-192905	Reactome	vRNP Assembly	vRNP Assembly;	6
http://identifiers.org/reactome/R-HSA-192814	Reactome	vRNA Synthesis	vRNA Synthesis;	6
http://identifiers.org/reactome/R-HSA-192823	Reactome	Viral mRNA Translation	Viral mRNA Translation;	9
http://identifiers.org/reactome/R-HSA-192869	Reactome	cRNA Synthesis	cRNA Synthesis;	7
http://pathwaycommons.org/pc2/Pathway_2105a0b3e7d8aee15dc7e81de526548e	INOH	IMP + H2O = 5'-Phospho-ribosyl-4-carboxamido-5-formamido-imidazole ( Purine nucleotides and Nucleosides metabolism ) 	IMP + H2O = 5'-Phospho-ribosyl-4-carboxamido-5-formamido-imidazole ( Purine nucleotides and Nucleosides metabolism ) ;	2
http://identifiers.org/reactome/R-HSA-196071	Reactome	Metabolism of steroid hormones	Metabolism of steroid hormones;	10
http://identifiers.org/reactome/R-HSA-196025	Reactome	Formation of annular gap junctions	Formation of annular gap junctions;	4
http://pathwaycommons.org/pc2/Pathway_dbc4d42d9686dabc01b5b5ed84ddc7a2	SMPDB	Excitatory Neurotransmissiom	Excitatory Neurotransmissiom;	2
http://identifiers.org/reactome/R-HSA-196299	Reactome	Beta-catenin phosphorylation cascade	Beta-catenin phosphorylation cascade;	15
http://identifiers.org/reactome/R-HSA-196108	Reactome	Pregnenolone biosynthesis	Pregnenolone biosynthesis;	20
http://identifiers.org/reactome/R-HSA-196854	Reactome	Metabolism of vitamins and cofactors	Metabolism of vitamins and cofactors;	4
http://identifiers.org/reactome/R-HSA-196807	Reactome	Nicotinate metabolism	Nicotinate metabolism;	43
http://identifiers.org/reactome/R-HSA-196836	Reactome	Vitamin C (ascorbate) metabolism	Vitamin C (ascorbate) metabolism;	15
http://identifiers.org/reactome/R-HSA-196843	Reactome	Vitamin B2 (riboflavin) metabolism	Vitamin B2 (riboflavin) metabolism;	17
http://identifiers.org/reactome/R-HSA-196849	Reactome	Metabolism of water-soluble vitamins and cofactors	Metabolism of water-soluble vitamins and cofactors;	20
http://identifiers.org/reactome/R-HSA-196819	Reactome	Vitamin B1 (thiamin) metabolism	Vitamin B1 (thiamin) metabolism;	15
http://pathwaycommons.org/pc2/Pathway_115e64f403b60b899a3ef2cba783c12b	INOH	Expression of antimicrobial peptide by Relish ( Drosophila IMD pathway ) 	Expression of antimicrobial peptide by Relish ( Drosophila IMD pathway ) ;	3
http://pathwaycommons.org/pc2/Pathway_5b69019c5775bdf109f8809a9753865a	INOH	PKA activation signaling ( GPCR Dopamine D1like receptor signaling pathway ) 	PKA activation signaling ( GPCR Dopamine D1like receptor signaling pathway ) ;	4
http://identifiers.org/reactome/R-HSA-196757	Reactome	Metabolism of folate and pterines	Metabolism of folate and pterines;	72
http://identifiers.org/reactome/R-HSA-196741	Reactome	Cobalamin (Cbl, vitamin B12) transport and metabolism	Cobalamin (Cbl, vitamin B12) transport and metabolism;	74
http://pathwaycommons.org/pc2/Pathway_cb8bd6b2a2ff58583d23f8a99b9669c3	INOH	GTP + Oxaloacetic acid = GDP + Phosphoenol-pyruvic acid + CO2 ( Citrate cycle ) 	GTP + Oxaloacetic acid = GDP + Phosphoenol-pyruvic acid + CO2 ( Citrate cycle ) ;	3
http://identifiers.org/reactome/R-HSA-196780	Reactome	Biotin transport and metabolism	Biotin transport and metabolism;	37
http://identifiers.org/reactome/R-HSA-196783	Reactome	Coenzyme A biosynthesis	Coenzyme A biosynthesis;	19
http://identifiers.org/reactome/R-HSA-196791	Reactome	Vitamin D (calciferol) metabolism	Vitamin D (calciferol) metabolism;	29
http://pathwaycommons.org/pc2/Pathway_64ff47d79516caff57535f56c2018f5a	pid	ATM pathway	"atm_pathway;""ATM pathway"";"	77
http://identifiers.org/reactome/R-HSA-5083625	Reactome	Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)	Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC);	2
http://identifiers.org/reactome/R-HSA-5083628	Reactome	Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3	Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3;	2
http://identifiers.org/reactome/R-HSA-5083629	Reactome	Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2	Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2;	2
http://identifiers.org/reactome/R-HSA-5083627	Reactome	Defective LARGE causes MDDGA6 and MDDGB6	Defective LARGE causes MDDGA6 and MDDGB6;	2
http://identifiers.org/reactome/R-HSA-5083635	Reactome	Defective B3GALTL causes Peters-plus syndrome (PpS)	Defective B3GALTL causes Peters-plus syndrome (PpS);	2
http://identifiers.org/reactome/R-HSA-5083636	Reactome	Defective GALNT12 causes colorectal cancer 1 (CRCS1)	Defective GALNT12 causes colorectal cancer 1 (CRCS1);	2
http://identifiers.org/reactome/R-HSA-5083633	Reactome	Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1	Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1;	2
http://identifiers.org/reactome/R-HSA-5083632	Reactome	Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS)	Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS);	2
http://identifiers.org/reactome/R-HSA-5083630	Reactome	Defective LFNG causes SCDO3	Defective LFNG causes SCDO3;	2
http://pathwaycommons.org/pc2/Pathway_886db109abc8658b47eb36db559be191	INOH	2-Oxo-glutaric acid + L-Cysteine-sulfinic acid = L-Glutamic acid + 3-Sulfinyl-pyruvic acid ( Methionine and Cysteine metabolism ) 	2-Oxo-glutaric acid + L-Cysteine-sulfinic acid = L-Glutamic acid + 3-Sulfinyl-pyruvic acid ( Methionine and Cysteine metabolism ) ;	3
http://pathwaycommons.org/pc2/Pathway_2239097bf504b4ebf6bd57ed12d0ec77	INOH	Canonical Wnt signaling pathway ( Canonical Wnt signaling pathway Diagram ) 	Canonical Wnt signaling pathway ( Canonical Wnt signaling pathway Diagram ) ;	23
http://pathwaycommons.org/pc2/Pathway_d0cc6886d8306300fdc897f824214b28	NetPath	IL-7	IL-7;	49
http://identifiers.org/reactome/R-HSA-195721	Reactome	Signaling by Wnt	Signaling by Wnt;	8
http://identifiers.org/reactome/R-HSA-195399	Reactome	VEGF binds to VEGFR leading to receptor dimerization	VEGF binds to VEGFR leading to receptor dimerization;	6
http://pathwaycommons.org/pc2/Pathway_5ea81361a28baa5979f87d135f5e11a9	HumanCyc	protein citrullination	protein citrullination;	14
http://identifiers.org/reactome/R-HSA-195253	Reactome	Degradation of beta-catenin by the destruction complex	Degradation of beta-catenin by the destruction complex;	30
http://identifiers.org/reactome/R-HSA-195258	Reactome	RHO GTPase Effectors	RHO GTPase Effectors;	22
http://identifiers.org/reactome/R-HSA-194840	Reactome	Rho GTPase cycle	Rho GTPase cycle;	12
http://pathwaycommons.org/pc2/Pathway_5dea5ba359be3d8b0d3142297901fbb3	INOH	BMP signaling in Drosophila (dorsolateral) ( BMP signaling in Drosophila ) 	BMP signaling in Drosophila (dorsolateral) ( BMP signaling in Drosophila ) ;	19
http://identifiers.org/reactome/R-HSA-198753	Reactome	ERK/MAPK targets	ERK/MAPK targets;	18
http://identifiers.org/reactome/R-HSA-198745	Reactome	Signalling to STAT3	Signalling to STAT3;	3
http://identifiers.org/reactome/R-HSA-198725	Reactome	Nuclear Events (kinase and transcription factor activation)	Nuclear Events (kinase and transcription factor activation);	4
http://identifiers.org/reactome/R-HSA-198693	Reactome	AKT phosphorylates targets in the nucleus	AKT phosphorylates targets in the nucleus;	12
http://identifiers.org/reactome/R-HSA-198933	Reactome	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell;	82
http://identifiers.org/reactome/R-HSA-198765	Reactome	Signalling to ERK5	Signalling to ERK5;	5
http://identifiers.org/reactome/R-HSA-198203	Reactome	PI3K/AKT activation	PI3K/AKT activation;	14
http://pathwaycommons.org/pc2/Pathway_8d164db1f76644855c753e07760faaa1	pid	Calcium signaling in the CD4+ TCR pathway	"Calcium signaling in the CD4+ TCR pathway;""tcrcalciumpathway"";"	39
http://identifiers.org/reactome/R-HSA-198323	Reactome	AKT phosphorylates targets in the cytosol	AKT phosphorylates targets in the cytosol;	24
http://pathwaycommons.org/pc2/Pathway_45cf22cd8304b278bb5973e699d40d98	pid	Visual signal transduction: Cones	"cone_pathway;""Visual signal transduction: Cones"";"	40
http://pathwaycommons.org/pc2/Pathway_b57a749a1a39d2299b466a6adb17bcc8	pid	CDC42 signaling events	"CDC42 signaling events;""cdc42_pathway"";"	136
http://pathwaycommons.org/pc2/Pathway_27092c24b2f713810403432efa26b8f6	INOH	Heterotrimeric GPCR signaling pathway (through G alpha q, PLC beta and ERK cascade) ( GPCR signaling (G alpha q) ) 	Heterotrimeric GPCR signaling pathway (through G alpha q, PLC beta and ERK cascade) ( GPCR signaling (G alpha q) ) ;	10
http://pathwaycommons.org/pc2/Pathway_e5c9156d6fd1410d6ecf43722c582f7f	INOH	HGF signaling pathway ( HGF signaling pathway ) 	HGF signaling pathway ( HGF signaling pathway ) ;	35
http://identifiers.org/reactome/R-HSA-197264	Reactome	Nicotinamide salvaging	Nicotinamide salvaging;	35
http://pathwaycommons.org/pc2/Pathway_9ae0f7543b993f018db5ac2bb735419c	INOH	Wnt secretory pathway (Canonical) ( Xenopus axis formation Wnt signaling pathway Diagram ) 	Wnt secretory pathway (Canonical) ( Xenopus axis formation Wnt signaling pathway Diagram ) ;	3
http://pathwaycommons.org/pc2/Pathway_e20410db1d85f6194934ec1ed48f91d1	HumanCyc	sphingosine and sphingosine-1-phosphate metabolism	"sphingosine and sphingosine-1-phosphate metabolism;""ceramide degradation"";"	32
http://pathwaycommons.org/pc2/Pathway_e45ee781292ec4375cff460916d95a6e	pid	LPA4-mediated signaling events	"LPA4-mediated signaling events;""lpa4_pathway"";"	18
http://pathwaycommons.org/pc2/Pathway_1dc74ca206c7d52294ea253185bab91f	INOH	DIF:Dorsal signaling ( Drosophila Toll-like receptor signaling ) 	DIF:Dorsal signaling ( Drosophila Toll-like receptor signaling ) ;	6
http://pathwaycommons.org/pc2/Pathway_135a0afa5c980aef7a19c9242bbf41e2	pid	Glucocorticoid receptor signaling	"Glucocorticoid receptor signaling;""gr_signal_pathway"";"	2
http://identifiers.org/reactome/R-HSA-2892245	Reactome	POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation;	14
http://identifiers.org/reactome/R-HSA-2892247	Reactome	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation;	42
http://pathwaycommons.org/pc2/Pathway_83cee68ac9b030ae550e0c0b82812fcf	INOH	EGF signaling pathway (C. elegans) ( EGF signaling pathway Diagram ) 	EGF signaling pathway (C. elegans) ( EGF signaling pathway Diagram ) ;	13
http://pathwaycommons.org/pc2/Pathway_b03c44b0256919b587b195b55208f09d	HumanCyc	glycogen degradation III	glycogen degradation III;	50
http://pathwaycommons.org/pc2/Pathway_9a54f3e190a5c751519aa786d836806a	HumanCyc	guanosine nucleotides degradation III	guanosine nucleotides degradation III;	24
http://pathwaycommons.org/pc2/Pathway_fb4073bdc383d93e64b99ff65a5fb98a	pid	IL8- and CXCR2-mediated signaling events	"il8cxcr2_pathway;""IL8- and CXCR2-mediated signaling events"";"	60
http://identifiers.org/reactome/R-HSA-5362768	Reactome	Hh mutants that don't undergo autocatalytic processing are degraded by ERAD	Hh mutants that don't undergo autocatalytic processing are degraded by ERAD;	15
http://identifiers.org/reactome/R-HSA-5362798	Reactome	Release of Hh-Np from the secreting cell	Release of Hh-Np from the secreting cell;	12
http://identifiers.org/reactome/R-HSA-1442490	Reactome	Collagen degradation	Collagen degradation;	81
http://identifiers.org/reactome/R-HSA-5362517	Reactome	Signaling by Retinoic Acid	Signaling by Retinoic Acid;	30
http://pathwaycommons.org/pc2/Pathway_172e9c33b6c931aee47128d036aaa381	pid	Insulin Pathway	"insulin_pathway;""Insulin Pathway"";"	87
http://pathwaycommons.org/pc2/Pathway_4a43c8eff1aa6c5a2ff2d357637b5ad2	HumanCyc	phenylethylamine degradation I	phenylethylamine degradation I;	12
http://identifiers.org/reactome/R-HSA-199991	Reactome	Membrane Trafficking	Membrane Trafficking;	18
http://identifiers.org/reactome/R-HSA-199992	Reactome	trans-Golgi Network Vesicle Budding	trans-Golgi Network Vesicle Budding;	2
http://identifiers.org/reactome/R-HSA-199977	Reactome	ER to Golgi Anterograde Transport	ER to Golgi Anterograde Transport;	6
http://identifiers.org/reactome/R-HSA-199920	Reactome	CREB phosphorylation	CREB phosphorylation;	8
http://pathwaycommons.org/pc2/Pathway_36f8c6a77122ba064c670df80a68ff83	INOH	Negative regulation of (Binding of G alpha i-GTP and adenylate cyclase) ( GPCR signaling (G alpha i) ) 	Negative regulation of (Binding of G alpha i-GTP and adenylate cyclase) ( GPCR signaling (G alpha i) ) ;	1
http://identifiers.org/reactome/R-HSA-199418	Reactome	Negative regulation of the PI3K/AKT network	Negative regulation of the PI3K/AKT network;	10
http://identifiers.org/reactome/R-HSA-1168372	Reactome	Downstream signaling events of B Cell Receptor (BCR)	Downstream signaling events of B Cell Receptor (BCR);	6
http://pathwaycommons.org/pc2/Pathway_0a13ddac75aac52b4104fe4b3124769e	INOH	Beta catenin degradation signaling (Drosophila) ( Drosophila Wingless/Wnt signaling pathway Diagram ) 	Beta catenin degradation signaling (Drosophila) ( Drosophila Wingless/Wnt signaling pathway Diagram ) ;	7
http://pathwaycommons.org/pc2/Pathway_e6bf38b039191f32c7c43371be43dfa6	SMPDB	Smooth muscle relaxation	Smooth muscle relaxation;	2
http://identifiers.org/reactome/R-HSA-199220	Reactome	Vitamin B5 (pantothenate) metabolism	Vitamin B5 (pantothenate) metabolism;	16
http://pathwaycommons.org/pc2/Pathway_4a1fa9777438701c7b1fb5fd080453c1	HumanCyc	uridine-5'-phosphate biosynthesis	"de novo biosynthesis of uridine-5'-phosphate;""uridine-5'-phosphate biosynthesis"";""de novo biosynthesis of uridine-5'-monophosphate"";""pyrimidine biosynthesis"";"	22
http://pathwaycommons.org/pc2/Pathway_eb9be568a2c75cb8fad9e5c47f250f20	pid	BMP receptor signaling	"bmppathway;""BMP receptor signaling"";"	47
http://identifiers.org/reactome/R-HSA-1169091	Reactome	Activation of NF-kappaB in B cells	Activation of NF-kappaB in B cells;	24
http://identifiers.org/reactome/R-HSA-1169092	Reactome	Activation of RAS in B cells	Activation of RAS in B cells;	5
http://identifiers.org/reactome/R-HSA-2894862	Reactome	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants;	50
http://identifiers.org/reactome/R-HSA-2894858	Reactome	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer;	2
http://identifiers.org/reactome/R-HSA-1169410	Reactome	Antiviral mechanism by IFN-stimulated genes	Antiviral mechanism by IFN-stimulated genes;	2
http://identifiers.org/reactome/R-HSA-1169408	Reactome	ISG15 antiviral mechanism	ISG15 antiviral mechanism;	46
http://identifiers.org/reactome/R-HSA-5365859	Reactome	RA biosynthesis pathway	RA biosynthesis pathway;	28
http://pathwaycommons.org/pc2/Pathway_f7c168a1fe2e0dbfaf56085c6751d1c5	NetPath	IL4	IL4;	121
http://pathwaycommons.org/pc2/Pathway_45441c583c3fabeaf098720ecfbcd877	HumanCyc	oleate biosynthesis II (animals)	oleate biosynthesis II (animals);	20
http://pathwaycommons.org/pc2/Pathway_88dee13abb5d5cfc085c351323c2abcf	INOH	NAD+ + (S)-Malic acid = NADH + Oxaloacetic acid ( Citrate cycle ) 	NAD+ + (S)-Malic acid = NADH + Oxaloacetic acid ( Citrate cycle ) ;	3
http://pathwaycommons.org/pc2/Pathway_f7f481191c4d1773b589beca8336c31e	INOH	Heterotrimeric GPCR signaling pathway (through_G alpha s_ACs_PKA_BRaf_and_ERKcascade)(canonical) ( GPCR signaling (G alpha s, PKA and ERK) ) 	Heterotrimeric GPCR signaling pathway (through_G alpha s_ACs_PKA_BRaf_and_ERKcascade)(canonical) ( GPCR signaling (G alpha s, PKA and ERK) ) ;	9
http://pathwaycommons.org/pc2/Pathway_b808b3b7fd9ef982d97e877dd99c9bd0	INOH	5,10-Methenyl-tetrahydro-folic acid + H2O = 10-Formyl-tetrahydro-folic acid ( Folate metabolism ) 	5,10-Methenyl-tetrahydro-folic acid + H2O = 10-Formyl-tetrahydro-folic acid ( Folate metabolism ) ;	4
http://pathwaycommons.org/pc2/Pathway_f28e8bcd36b9b67a056372a01aa4f5e1	INOH	NAD+ + 3,4-Dihydroxy-mandelaldehyde + H2O = NADH + 3,4-Dihydroxy-mandelic acid ( Tyrosine metabolism ) 	NAD+ + 3,4-Dihydroxy-mandelaldehyde + H2O = NADH + 3,4-Dihydroxy-mandelic acid ( Tyrosine metabolism ) ;	5
http://pathwaycommons.org/pc2/Pathway_7c4209ac9ce42f007143b21178262333	INOH	Raf activation signaling (through Grb2 and Sos) ( CD4 T cell receptor signaling (ERK cascade) ) 	Raf activation signaling (through Grb2 and Sos) ( CD4 T cell receptor signaling (ERK cascade) ) ;	5
http://identifiers.org/reactome/R-HSA-1445148	Reactome	Translocation of GLUT4 to the plasma membrane	Translocation of GLUT4 to the plasma membrane;	50
http://pathwaycommons.org/pc2/Pathway_3d5d901fabd684cdf5c0d5544c7c03eb	INOH	Signaling with high concentrations of Hh ( Hedgehog signaling pathway ) 	Signaling with high concentrations of Hh ( Hedgehog signaling pathway ) ;	18
http://identifiers.org/reactome/R-HSA-109606	Reactome	Intrinsic Pathway for Apoptosis	Intrinsic Pathway for Apoptosis;	14
http://identifiers.org/reactome/R-HSA-109688	Reactome	Cleavage of Growing Transcript in the Termination Region	Cleavage of Growing Transcript in the Termination Region;	9
http://pathwaycommons.org/pc2/Pathway_55757cb56149748e34cb1751299f28e6	HumanCyc	glutamate biosynthesis II	glutamate biosynthesis II;	12
http://identifiers.org/reactome/R-HSA-109582	Reactome	Hemostasis	"Blood coagulation;""Hemostasis"";"	14
http://identifiers.org/reactome/R-HSA-109581	Reactome	Apoptosis	Apoptosis;	8
http://identifiers.org/reactome/R-HSA-109704	Reactome	PI3K Cascade	PI3K Cascade;	9
http://identifiers.org/reactome/R-HSA-109703	Reactome	PKB-mediated events	PKB-mediated events;	4
http://pathwaycommons.org/pc2/Pathway_f9355b21b0be5dda3787b2f7a9b8706e	INOH	Expression of drosomycin by Relish ( Drosophila IMD pathway ) 	Expression of drosomycin by Relish ( Drosophila IMD pathway ) ;	2
http://pathwaycommons.org/pc2/Pathway_353a08f72c29fbc27c2e134972885b4e	INOH	FGF signaling pathway (D. melanogaster tracheal cells) ( FGF signaling pathway (D. melanogaster) ) 	"FGF signaling pathway (D. melanogaster tracheal cells) ( FGF signaling pathway (D. melanogaster) ) ;""FGF signaling pathway (D. melanogaster tracheal cells) ( FGF signaling pathway ) "";"	16
http://pathwaycommons.org/pc2/Pathway_953748aa5cb42eeadf126600c9ded913	INOH	Aminosugars metabolism ( Aminosugars metabolism ) 	Aminosugars metabolism ( Aminosugars metabolism ) ;	28
http://pathwaycommons.org/pc2/Pathway_401b136dde8b8a63e806820be787a4e9	INOH	ATP + GDP = ADP + GTP ( Purine nucleotides and Nucleosides metabolism ) 	ATP + GDP = ADP + GTP ( Purine nucleotides and Nucleosides metabolism ) ;	8
http://pathwaycommons.org/pc2/Pathway_e345fc422f4973705bda88b86356f6d1	pid	EphrinB-EPHB pathway	"EphrinB-EPHB pathway;""ephrinb_ephbpathway"";"	6
http://pathwaycommons.org/pc2/Pathway_8570bce075cbc83c48242f714b37d964	HumanCyc	fatty acid biosynthesis initiation II	fatty acid biosynthesis initiation II;	12
http://identifiers.org/reactome/R-HSA-2187335	Reactome	The retinoid cycle in cones (daylight vision)	The retinoid cycle in cones (daylight vision);	32
http://identifiers.org/reactome/R-HSA-2187338	Reactome	Visual phototransduction	Visual phototransduction;	8
http://pathwaycommons.org/pc2/Pathway_8c88d1f0fc7bdb171943757120c25099	INOH	JNK cascade ( PDGF signaling pathway ) 	JNK cascade ( PDGF signaling pathway ) ;	7
http://pathwaycommons.org/pc2/Pathway_fb80fe3e58cf31b8209772d63421bc11	INOH	2-oxoglutarate + [dihydrolipoyllysine-residue succinyltransferase] lipoyllysine = [dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine + CO2 ( Citrate cycle ) 	2-oxoglutarate + [dihydrolipoyllysine-residue succinyltransferase] lipoyllysine = [dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine + CO2 ( Citrate cycle ) ;	4
http://pathwaycommons.org/pc2/Pathway_3b14271d50c4960e7edeb779b55db56b	HumanCyc	glucose and glucose-1-phosphate degradation	glucose and glucose-1-phosphate degradation;	34
http://pathwaycommons.org/pc2/Pathway_b2e04e18f33208073d967ccee5e62c3f	INOH	Cytosolic calcium ion concentration elevation (through IP3 receptor) ( VEGF signaling pathway ) 	Cytosolic calcium ion concentration elevation (through IP3 receptor) ( VEGF signaling pathway ) ;	3
http://pathwaycommons.org/pc2/Pathway_440e3a283a0a6cef1b6019783927dbb1	INOH	Negative feedback regulation of TGF beta superfamily signaling pathway by R-smad degradation ( TGF-beta_super_family_signaling_pathway(canonical) ) 	Negative feedback regulation of TGF beta superfamily signaling pathway by R-smad degradation ( TGF-beta_super_family_signaling_pathway(canonical) ) ;	1
http://pathwaycommons.org/pc2/Pathway_c71aa9420f8fa018c3f04596464d6df0	INOH	ATP + dGMP = ADP + dGDP ( Purine nucleotides and Nucleosides metabolism ) 	ATP + dGMP = ADP + dGDP ( Purine nucleotides and Nucleosides metabolism ) ;	2
http://pathwaycommons.org/pc2/Pathway_517cbaeaa140454a37a722ea49b653df	HumanCyc	cholesterol biosynthesis I	cholesterol biosynthesis I;	160
http://pathwaycommons.org/pc2/Pathway_aad92f51d11c89a8bfc37170007f15a1	INOH	Phenylalanine degradation ( Phenylalanine degradation ) 	Phenylalanine degradation ( Phenylalanine degradation ) ;	11
http://identifiers.org/reactome/R-HSA-5368598	Reactome	Negative regulation of TCF-dependent signaling by DVL-interacting proteins	Negative regulation of TCF-dependent signaling by DVL-interacting proteins;	4
http://pathwaycommons.org/pc2/Pathway_960cf9c48c1ae61de8504476dd3df066	HumanCyc	D-myo-inositol (1,4,5)-trisphosphate degradation	D-myo-inositol (1,4,5)-trisphosphate degradation;	40
http://identifiers.org/reactome/R-HSA-5368287	Reactome	Mitochondrial translation	Mitochondrial translation;	6
http://identifiers.org/reactome/R-HSA-5368286	Reactome	Mitochondrial translation initiation	Mitochondrial translation initiation;	10
http://pathwaycommons.org/pc2/Pathway_d24934732bf983ff386c8c64d47855d6	INOH	JNK cascade ( EGF signaling pathway Diagram ) 	JNK cascade ( EGF signaling pathway Diagram ) ;	7
http://pathwaycommons.org/pc2/Pathway_091da22fb45c6433a3ffb0200dcd9d36	INOH	ATP + Pyruvic acid + CO2 + H2O = ADP + Oxaloacetic acid + Orthophosphate ( Citrate cycle ) 	ATP + Pyruvic acid + CO2 + H2O = ADP + Oxaloacetic acid + Orthophosphate ( Citrate cycle ) ;	2
http://pathwaycommons.org/pc2/Pathway_f020abf0d9eb955391df6697b396bd66	SMPDB	Testosterone Production and Support spematogenesis	Testosterone Production and Support spematogenesis;	2
http://pathwaycommons.org/pc2/Pathway_9c6d8845d9cdbc4540a53f21fb9bed77	NetPath	Alpha6Beta4Integrin	Alpha6Beta4Integrin;	79
http://pathwaycommons.org/pc2/Pathway_7d98b12ae8c4c9e6d9e5721a7da6436b	INOH	NAD+ + Dihydro-lipoamide = NADH + Lipoamide ( Pyruvate metabolism ) 	NAD+ + Dihydro-lipoamide = NADH + Lipoamide ( Pyruvate metabolism ) ;	2
http://pathwaycommons.org/pc2/Pathway_2e5e6fb20ec2f5b8ca1b05e0511e8826	INOH	Guanosine + Orthophosphate = Guanine + D-Ribose 1-phosphate ( Purine nucleotides and Nucleosides metabolism ) 	Guanosine + Orthophosphate = Guanine + D-Ribose 1-phosphate ( Purine nucleotides and Nucleosides metabolism ) ;	2
http://pathwaycommons.org/pc2/Pathway_bff326a9463ca5343332244c63727c2f	INOH	NAD+ + CoA + (S)-Methyl-malonate semialdehyde => NADH + Propanoyl-CoA + CO2 ( Propanoate metabolism ) 	NAD+ + CoA + (S)-Methyl-malonate semialdehyde => NADH + Propanoyl-CoA + CO2 ( Propanoate metabolism ) ;	2
http://pathwaycommons.org/pc2/Pathway_0946162d295e96bfff8c84bdb0cc34e3	pid	GMCSF-mediated signaling events	"GMCSF-mediated signaling events;""gmcsf_pathway"";"	61
http://identifiers.org/reactome/R-HSA-2465910	Reactome	MASTL Facilitates Mitotic Progression	MASTL Facilitates Mitotic Progression;	11
http://pathwaycommons.org/pc2/Pathway_c5c32e810baa392f90de57730e2ffea4	INOH	Phospholipase C gamma signaling ( CD4 T cell receptor signaling ) 	Phospholipase C gamma signaling ( CD4 T cell receptor signaling ) ;	7
http://identifiers.org/reactome/R-HSA-5210891	Reactome	Uptake and function of anthrax toxins	Uptake and function of anthrax toxins;	54
http://identifiers.org/reactome/R-HSA-2466712	Reactome	Biosynthesis of A2E, implicated in retinal degradation	Biosynthesis of A2E, implicated in retinal degradation;	11
